housing_median_age,total_rooms,total_bedrooms,median_income,median_house_value,ocean_proximity
5,949,287,2,225000,<1H OCEAN
15,1309,477,3,182500,<1H OCEAN
29,1253,375,3,225000,<1H OCEAN
24,1494,494,2,181300,<1H OCEAN
25,1679,470,4,211500,<1H OCEAN
20,1391,393,3,220000,<1H OCEAN
27,1283,406,2,275000,<1H OCEAN
28,3397,597,4,244600,<1H OCEAN
16,2095,450,5,224100,<1H OCEAN
15,2016,443,5,209700,<1H OCEAN
34,2141,425,4,220100,<1H OCEAN
19,2602,439,5,263800,<1H OCEAN
26,2822,473,6,261000,<1H OCEAN
25,2017,454,4,245600,<1H OCEAN
33,2664,432,5,264200,<1H OCEAN
26,4183,539,7,374200,<1H OCEAN
30,2704,426,5,229500,<1H OCEAN
26,2507,393,6,266100,<1H OCEAN
26,2905,504,5,260300,<1H OCEAN
25,639,98,6,275900,<1H OCEAN
32,3058,562,4,253500,<1H OCEAN
14,2598,759,4,180900,<1H OCEAN
21,1708,505,3,193800,<1H OCEAN
22,3568,938,3,161000,<1H OCEAN
4,456,91,6,192600,<1H OCEAN
4,2337,768,3,275000,<1H OCEAN
20,5330,976,5,233100,<1H OCEAN
21,1795,406,3,152800,<1H OCEAN
36,191,42,3,157500,<1H OCEAN
16,3397,686,4,155500,<1H OCEAN
13,1087,340,3,262500,<1H OCEAN
17,3216,607,4,266400,<1H OCEAN
21,3648,654,5,246000,<1H OCEAN
27,1596,297,4,184900,<1H OCEAN
30,1739,359,3,185200,<1H OCEAN
20,1738,509,3,245000,<1H OCEAN
18,2135,373,5,225800,<1H OCEAN
24,534,88,5,240500,<1H OCEAN
16,1505,358,3,205400,<1H OCEAN
36,443,117,3,137500,<1H OCEAN
32,2436,504,4,182100,<1H OCEAN
33,2613,562,4,180700,<1H OCEAN
31,1171,306,3,155200,<1H OCEAN
25,4343,847,4,197800,<1H OCEAN
23,2305,538,3,183500,<1H OCEAN
32,1947,355,4,177500,<1H OCEAN
38,1421,300,3,165300,<1H OCEAN
36,1910,352,3,170000,<1H OCEAN
16,4208,630,6,260500,<1H OCEAN
23,1422,260,4,202400,<1H OCEAN
24,4365,804,4,233300,<1H OCEAN
16,1917,317,6,252000,<1H OCEAN
16,1591,225,6,266300,<1H OCEAN
15,539,71,6,305200,<1H OCEAN
15,3201,435,4,161700,<1H OCEAN
16,3113,783,3,145700,<1H OCEAN
13,1857,572,3,129200,<1H OCEAN
12,4695,1110,4,190800,<1H OCEAN
15,2289,686,4,162500,<1H OCEAN
31,1115,268,3,150500,<1H OCEAN
31,1194,297,2,157700,<1H OCEAN
39,3167,669,3,165900,<1H OCEAN
37,2216,497,3,174000,<1H OCEAN
37,1429,428,3,150600,<1H OCEAN
32,1461,340,3,159100,<1H OCEAN
28,1499,574,2,115000,<1H OCEAN
20,2572,732,2,175000,<1H OCEAN
24,1752,407,3,134600,<1H OCEAN
25,1818,577,3,112500,<1H OCEAN
23,1818,522,2,131500,<1H OCEAN
6,1565,599,2,123200,<1H OCEAN
15,851,297,2,117500,<1H OCEAN
19,1248,357,2,159800,<1H OCEAN
27,2311,632,2,171400,<1H OCEAN
9,525,171,3,165300,<1H OCEAN
32,691,151,4,175900,<1H OCEAN
26,2589,1003,2,170800,<1H OCEAN
23,407,108,3,177400,<1H OCEAN
30,2651,572,3,182100,<1H OCEAN
26,1702,456,2,180200,<1H OCEAN
31,2338,652,2,158500,<1H OCEAN
45,2264,435,3,177000,<1H OCEAN
52,2411,526,3,172500,<1H OCEAN
38,2415,642,3,165600,<1H OCEAN
38,2284,511,3,159100,<1H OCEAN
34,2254,630,2,162500,<1H OCEAN
33,1308,375,3,177400,<1H OCEAN
32,2930,833,3,164100,<1H OCEAN
30,746,172,4,166400,<1H OCEAN
33,2291,594,3,163500,<1H OCEAN
36,2471,498,3,170500,<1H OCEAN
31,1205,280,4,139200,<1H OCEAN
32,1562,365,2,158400,<1H OCEAN
34,1759,353,3,160600,<1H OCEAN
28,1346,291,3,159500,<1H OCEAN
19,1566,379,2,180400,<1H OCEAN
18,1884,442,2,166700,<1H OCEAN
25,4273,965,2,183200,<1H OCEAN
26,2413,512,4,179900,<1H OCEAN
26,1324,314,3,178500,<1H OCEAN
24,2932,955,2,111000,<1H OCEAN
25,808,163,4,173100,<1H OCEAN
24,1435,494,3,151700,<1H OCEAN
32,660,145,3,159000,<1H OCEAN
33,619,139,4,154400,<1H OCEAN
32,728,134,4,163900,<1H OCEAN
29,720,174,3,151900,<1H OCEAN
16,1444,446,3,159400,<1H OCEAN
31,1120,296,2,140300,<1H OCEAN
16,1243,365,2,158900,<1H OCEAN
19,2261,642,2,148500,<1H OCEAN
25,1799,557,3,163500,<1H OCEAN
18,697,255,2,162500,<1H OCEAN
39,275,87,3,158000,<1H OCEAN
37,2988,677,3,235500,<1H OCEAN
50,1344,228,4,195400,<1H OCEAN
34,3004,673,2,187200,<1H OCEAN
26,2678,702,3,176800,<1H OCEAN
32,1893,431,3,163000,<1H OCEAN
36,2656,572,3,177200,<1H OCEAN
34,2753,654,3,170100,<1H OCEAN
26,1813,421,3,187500,<1H OCEAN
31,2549,355,6,288800,<1H OCEAN
26,3141,670,3,237400,<1H OCEAN
32,2342,570,4,195000,<1H OCEAN
35,1799,343,3,189600,<1H OCEAN
34,1050,210,4,192700,<1H OCEAN
37,4943,851,4,311300,<1H OCEAN
39,4159,655,4,240300,<1H OCEAN
34,3153,561,4,205300,<1H OCEAN
14,1458,423,4,218800,<1H OCEAN
26,2312,525,2,204700,<1H OCEAN
16,238,51,5,215700,<1H OCEAN
22,378,78,3,219400,<1H OCEAN
16,4367,1161,4,139500,<1H OCEAN
33,1866,327,4,213800,<1H OCEAN
14,4412,952,4,206500,<1H OCEAN
26,3350,581,3,249100,<1H OCEAN
26,2110,409,4,229600,<1H OCEAN
30,2910,535,4,236500,<1H OCEAN
24,893,209,2,146500,<1H OCEAN
25,2720,680,3,137800,<1H OCEAN
34,2660,601,3,210200,<1H OCEAN
23,3498,636,5,252200,<1H OCEAN
30,3569,551,5,247200,<1H OCEAN
24,2696,649,3,216900,<1H OCEAN
19,4022,975,3,140600,<1H OCEAN
23,3056,556,4,234200,<1H OCEAN
23,2542,772,3,137000,<1H OCEAN
24,845,190,4,225000,<1H OCEAN
27,1270,258,5,223000,<1H OCEAN
27,2655,345,6,366800,<1H OCEAN
29,3058,488,5,286600,<1H OCEAN
33,2890,453,6,290200,<1H OCEAN
25,2365,471,3,227800,<1H OCEAN
21,4349,553,6,439000,<1H OCEAN
32,2308,301,7,324600,<1H OCEAN
22,2956,642,4,203200,<1H OCEAN
26,4931,853,4,285400,<1H OCEAN
27,3230,449,6,287800,<1H OCEAN
27,2578,314,7,359200,<1H OCEAN
33,2774,428,6,265600,<1H OCEAN
32,2053,339,5,281800,<1H OCEAN
31,4624,624,7,334600,<1H OCEAN
23,2775,547,3,231400,<1H OCEAN
15,3207,647,4,165600,<1H OCEAN
29,1454,236,4,218100,<1H OCEAN
26,2641,633,4,222300,<1H OCEAN
30,4713,758,5,221000,<1H OCEAN
31,2016,409,3,196000,<1H OCEAN
37,2733,460,5,235700,<1H OCEAN
25,2070,513,2,220100,<1H OCEAN
34,2590,603,2,199600,<1H OCEAN
26,2577,434,4,229200,<1H OCEAN
24,3817,787,4,248000,<1H OCEAN
23,3114,610,3,211900,<1H OCEAN
25,4977,645,6,318500,<1H OCEAN
27,3589,507,5,270500,<1H OCEAN
28,4485,667,5,274700,<1H OCEAN
26,3259,456,5,267600,<1H OCEAN
23,1100,285,3,150000,<1H OCEAN
24,3550,895,2,225600,<1H OCEAN
25,2662,402,5,244000,<1H OCEAN
28,1972,315,5,234200,<1H OCEAN
30,2260,345,6,236700,<1H OCEAN
46,1846,383,3,200000,<1H OCEAN
52,2102,403,3,236800,<1H OCEAN
31,3523,922,3,146400,<1H OCEAN
52,1963,430,3,211000,<1H OCEAN
23,3187,870,3,212100,<1H OCEAN
25,2635,660,3,215000,<1H OCEAN
16,2186,511,4,225000,<1H OCEAN
40,1251,336,2,236400,<1H OCEAN
34,1883,408,3,187500,<1H OCEAN
21,2713,731,2,178800,<1H OCEAN
21,2487,573,4,168500,<1H OCEAN
19,2813,567,4,173500,<1H OCEAN
30,2022,522,3,186000,<1H OCEAN
35,1683,347,3,190400,<1H OCEAN
42,1024,191,4,194500,<1H OCEAN
25,2546,545,4,219900,<1H OCEAN
32,1484,295,5,190300,<1H OCEAN
26,2095,280,6,271700,<1H OCEAN
19,1725,392,3,159400,<1H OCEAN
17,2830,502,5,247300,<1H OCEAN
26,1904,292,5,232400,<1H OCEAN
23,2377,403,5,227100,<1H OCEAN
23,4388,864,4,219400,<1H OCEAN
34,1793,480,2,153100,<1H OCEAN
26,4186,767,4,248100,<1H OCEAN
32,1766,322,4,234500,<1H OCEAN
34,1593,283,3,216700,<1H OCEAN
40,1461,286,4,194100,<1H OCEAN
26,5574,1025,4,244900,<1H OCEAN
35,1490,251,4,222100,<1H OCEAN
34,2004,331,3,230600,<1H OCEAN
9,1682,291,6,230900,<1H OCEAN
35,3315,744,3,182800,<1H OCEAN
35,2984,446,5,200800,<1H OCEAN
33,3065,611,3,211800,<1H OCEAN
21,1591,298,4,179100,<1H OCEAN
38,51,12,6,187500,<1H OCEAN
24,1268,210,5,216200,<1H OCEAN
18,3197,809,3,140500,<1H OCEAN
15,3082,536,3,280100,<1H OCEAN
10,3381,729,5,235400,<1H OCEAN
26,1499,290,3,238500,<1H OCEAN
31,3301,712,3,223800,<1H OCEAN
27,2287,435,5,231000,<1H OCEAN
22,3522,543,6,241200,<1H OCEAN
25,1785,248,6,266700,<1H OCEAN
17,2247,705,3,225000,<1H OCEAN
26,1783,298,6,232000,<1H OCEAN
26,2435,346,5,249400,<1H OCEAN
26,3924,781,3,223900,<1H OCEAN
34,1127,185,4,224700,<1H OCEAN
34,1410,214,6,213900,<1H OCEAN
33,1526,237,5,225000,<1H OCEAN
31,3413,764,4,187100,<1H OCEAN
35,1756,328,3,193500,<1H OCEAN
18,2036,414,3,273000,<1H OCEAN
32,1605,314,3,186200,<1H OCEAN
13,1583,474,3,201300,<1H OCEAN
31,2043,468,3,187400,<1H OCEAN
33,1587,374,2,195100,<1H OCEAN
25,1234,351,2,225000,<1H OCEAN
25,1781,349,3,262700,<1H OCEAN
23,1678,369,4,237300,<1H OCEAN
25,1928,414,4,231400,<1H OCEAN
16,1545,354,4,139000,<1H OCEAN
17,2395,410,5,249200,<1H OCEAN
17,4678,1065,4,254100,<1H OCEAN
17,1131,236,4,158500,<1H OCEAN
38,2082,532,2,166100,<1H OCEAN
45,2019,394,4,223000,<1H OCEAN
44,1231,258,3,170100,<1H OCEAN
35,932,258,2,156700,<1H OCEAN
35,1244,324,2,175400,<1H OCEAN
22,1178,289,3,180000,<1H OCEAN
29,1570,482,2,162500,<1H OCEAN
26,1888,429,3,168600,<1H OCEAN
33,2489,546,2,178400,<1H OCEAN
31,2149,465,3,183900,<1H OCEAN
25,1026,288,4,163900,<1H OCEAN
36,2147,416,3,196900,<1H OCEAN
37,588,121,4,186200,<1H OCEAN
23,2870,653,3,189900,<1H OCEAN
35,1175,191,4,189200,<1H OCEAN
30,2513,476,4,182900,<1H OCEAN
36,1951,365,4,185700,<1H OCEAN
32,1378,492,3,183700,<1H OCEAN
19,1749,406,3,173400,<1H OCEAN
34,1229,215,3,180000,<1H OCEAN
25,4016,831,3,135400,<1H OCEAN
28,604,207,3,182100,<1H OCEAN
23,2089,377,4,181500,<1H OCEAN
33,2291,439,3,191100,<1H OCEAN
35,984,179,5,189600,<1H OCEAN
45,818,147,5,170700,<1H OCEAN
31,2265,537,3,186300,<1H OCEAN
34,874,153,4,186800,<1H OCEAN
35,793,128,5,190200,<1H OCEAN
25,2471,518,4,191700,<1H OCEAN
18,1063,209,2,219000,<1H OCEAN
31,2982,547,4,255500,<1H OCEAN
16,2035,564,3,187500,<1H OCEAN
31,1252,225,4,220700,<1H OCEAN
17,3506,992,3,185800,<1H OCEAN
21,2253,580,3,204700,<1H OCEAN
31,1960,380,4,225900,<1H OCEAN
23,1086,268,2,219600,<1H OCEAN
26,1718,385,3,196100,<1H OCEAN
24,2578,580,2,212500,<1H OCEAN
18,2947,559,4,224800,<1H OCEAN
25,3434,835,3,199000,<1H OCEAN
19,1991,528,3,252100,<1H OCEAN
35,1484,252,5,191400,<1H OCEAN
33,2342,475,4,215500,<1H OCEAN
17,3419,932,3,228500,<1H OCEAN
34,1038,175,4,200000,<1H OCEAN
34,1290,220,5,218100,<1H OCEAN
32,1133,166,6,230800,<1H OCEAN
22,3310,688,4,200900,<1H OCEAN
26,2335,504,2,205200,<1H OCEAN
26,4013,985,3,197700,<1H OCEAN
30,2838,649,3,197400,<1H OCEAN
18,2067,770,3,137500,<1H OCEAN
29,1194,176,6,298900,<1H OCEAN
18,3418,815,3,171400,<1H OCEAN
20,812,192,3,350000,<1H OCEAN
31,2421,389,4,217800,<1H OCEAN
34,1347,212,3,215400,<1H OCEAN
27,1366,326,3,196900,<1H OCEAN
29,2929,640,3,213200,<1H OCEAN
35,1107,207,5,216700,<1H OCEAN
34,982,148,6,220800,<1H OCEAN
36,1380,237,3,210900,<1H OCEAN
32,1792,411,2,186300,<1H OCEAN
36,2360,405,4,187200,<1H OCEAN
29,1422,409,2,208100,<1H OCEAN
24,4735,955,5,228600,<1H OCEAN
28,2444,555,3,198800,<1H OCEAN
38,1316,263,3,220000,<1H OCEAN
6,3136,990,2,171300,<1H OCEAN
30,1561,381,3,201900,<1H OCEAN
34,2160,298,6,287100,<1H OCEAN
26,2811,612,3,282500,<1H OCEAN
26,1156,393,2,350000,<1H OCEAN
23,2459,689,2,164700,<1H OCEAN
25,1021,252,3,168100,<1H OCEAN
47,504,113,3,160600,<1H OCEAN
37,1039,260,3,161400,<1H OCEAN
36,1072,193,5,179300,<1H OCEAN
52,1514,301,3,166400,<1H OCEAN
32,1855,527,2,170800,<1H OCEAN
32,1187,302,2,166900,<1H OCEAN
10,1548,506,4,152400,<1H OCEAN
32,2696,640,2,184600,<1H OCEAN
29,1444,326,2,182900,<1H OCEAN
18,1181,353,2,153100,<1H OCEAN
32,1408,307,3,179600,<1H OCEAN
18,3291,587,4,166300,<1H OCEAN
34,988,173,5,205100,<1H OCEAN
34,3903,717,4,218000,<1H OCEAN
17,1317,256,4,159500,<1H OCEAN
21,1342,326,2,45000,<1H OCEAN
22,2964,829,2,157500,<1H OCEAN
23,1368,397,3,350000,<1H OCEAN
27,2176,442,4,212500,<1H OCEAN
33,1891,334,4,238000,<1H OCEAN
25,1731,482,3,214300,<1H OCEAN
34,1290,203,5,227400,<1H OCEAN
26,1589,259,4,243200,<1H OCEAN
28,2914,489,4,254800,<1H OCEAN
24,4602,1131,3,172200,<1H OCEAN
29,1672,267,4,231900,<1H OCEAN
35,1068,190,4,208700,<1H OCEAN
35,1117,181,4,224700,<1H OCEAN
32,2856,622,3,183400,<1H OCEAN
32,2726,556,3,197400,<1H OCEAN
30,729,131,4,195200,<1H OCEAN
35,1153,192,5,177400,<1H OCEAN
34,1416,277,4,182500,<1H OCEAN
35,1996,326,4,180000,<1H OCEAN
29,2176,468,3,180400,<1H OCEAN
19,1199,251,3,209400,<1H OCEAN
33,1724,291,5,195200,<1H OCEAN
34,1941,356,4,183900,<1H OCEAN
24,2749,498,4,240700,<1H OCEAN
33,2970,547,4,201800,<1H OCEAN
22,2642,640,3,174700,<1H OCEAN
25,1831,345,4,177100,<1H OCEAN
24,3002,644,3,202800,<1H OCEAN
13,2782,605,4,153800,<1H OCEAN
17,2142,436,3,146300,<1H OCEAN
18,383,94,3,162500,<1H OCEAN
17,1530,404,2,196500,<1H OCEAN
21,2281,557,2,189600,<1H OCEAN
23,3284,795,2,182900,<1H OCEAN
42,161,40,2,153100,<1H OCEAN
46,38,8,4,162500,<1H OCEAN
28,3528,816,2,181800,<1H OCEAN
18,3751,878,3,183100,<1H OCEAN
35,897,156,5,215600,<1H OCEAN
26,4022,1081,2,206300,<1H OCEAN
30,2406,462,4,180600,<1H OCEAN
25,3179,639,3,180800,<1H OCEAN
33,2064,324,4,169000,<1H OCEAN
29,2470,560,3,190500,<1H OCEAN
35,2301,467,3,167800,<1H OCEAN
35,2114,341,5,227500,<1H OCEAN
35,2356,478,4,179700,<1H OCEAN
32,2161,432,4,191400,<1H OCEAN
35,2985,474,5,225600,<1H OCEAN
33,3268,641,3,211400,<1H OCEAN
18,3679,694,3,143500,<1H OCEAN
15,4273,993,3,213000,<1H OCEAN
21,2695,707,3,213300,<1H OCEAN
31,2825,546,3,187500,<1H OCEAN
34,2456,410,4,224200,<1H OCEAN
35,3148,597,3,203800,<1H OCEAN
22,4255,971,3,180200,<1H OCEAN
33,1984,420,3,231300,<1H OCEAN
36,2398,403,5,221800,<1H OCEAN
35,1493,267,5,218000,<1H OCEAN
33,2362,394,4,188400,<1H OCEAN
34,2584,408,5,218300,<1H OCEAN
26,4115,883,3,191000,<1H OCEAN
29,1813,501,2,214500,<1H OCEAN
35,1330,201,6,229200,<1H OCEAN
23,2757,734,2,214300,<1H OCEAN
34,2912,520,4,190600,<1H OCEAN
34,1654,285,4,214600,<1H OCEAN
32,1219,192,5,215700,<1H OCEAN
24,4179,784,4,236500,<1H OCEAN
36,2169,359,4,231300,<1H OCEAN
34,2627,468,4,199200,<1H OCEAN
36,2363,403,4,190800,<1H OCEAN
34,3592,616,5,193400,<1H OCEAN
35,1785,288,4,190500,<1H OCEAN
29,3692,969,3,198700,<1H OCEAN
26,2737,614,2,184300,<1H OCEAN
22,4417,1054,4,170300,<1H OCEAN
33,2729,549,4,177900,<1H OCEAN
28,4380,820,3,182300,<1H OCEAN
28,3614,960,3,190300,<1H OCEAN
26,4297,1037,3,184000,<1H OCEAN
35,1654,323,3,186500,<1H OCEAN
9,3553,1035,2,133800,<1H OCEAN
32,714,142,4,170800,<1H OCEAN
33,2964,747,3,175900,<1H OCEAN
11,2880,745,3,171100,<1H OCEAN
40,299,68,3,166100,<1H OCEAN
36,3157,582,4,190700,<1H OCEAN
26,2136,557,2,236100,<1H OCEAN
32,2296,560,3,188500,<1H OCEAN
33,1520,435,4,269300,<1H OCEAN
38,1476,308,4,181800,<1H OCEAN
38,989,246,3,180900,<1H OCEAN
32,4398,905,4,222800,<1H OCEAN
20,1988,424,2,162200,<1H OCEAN
25,1295,417,2,350000,<1H OCEAN
22,2244,575,2,179600,<1H OCEAN
15,2081,531,3,160900,<1H OCEAN
7,2252,570,3,169800,<1H OCEAN
18,1862,399,3,194000,<1H OCEAN
22,3236,673,4,174200,<1H OCEAN
29,1518,312,4,196900,<1H OCEAN
28,1386,272,4,187500,<1H OCEAN
24,1328,290,4,189500,<1H OCEAN
22,2520,556,3,193900,<1H OCEAN
14,2509,611,2,176100,<1H OCEAN
29,1829,366,4,188000,<1H OCEAN
27,2512,506,4,184200,<1H OCEAN
33,1441,337,3,176200,<1H OCEAN
24,3956,812,4,191400,<1H OCEAN
30,5268,1093,4,186700,<1H OCEAN
25,1323,208,4,237300,<1H OCEAN
22,2300,539,2,196300,<1H OCEAN
19,1983,283,6,276100,<1H OCEAN
24,2027,358,5,231400,<1H OCEAN
27,1712,325,4,183900,<1H OCEAN
26,3361,722,3,190700,<1H OCEAN
32,1564,270,3,190400,<1H OCEAN
24,3202,703,4,174100,<1H OCEAN
24,1380,339,4,162800,<1H OCEAN
15,2448,602,3,141600,<1H OCEAN
17,3341,803,3,161800,<1H OCEAN
21,2884,662,4,177900,<1H OCEAN
8,2325,598,3,137500,<1H OCEAN
19,1920,471,4,147500,<1H OCEAN
29,2577,445,4,194800,<1H OCEAN
35,2002,378,3,182300,<1H OCEAN
26,784,177,2,174300,<1H OCEAN
20,4413,435,2,215100,<1H OCEAN
23,893,223,2,156300,<1H OCEAN
32,790,199,3,142800,<1H OCEAN
8,2346,679,3,160000,<1H OCEAN
15,1206,282,3,142600,<1H OCEAN
30,1654,434,3,153000,<1H OCEAN
5,639,197,3,87500,<1H OCEAN
18,1639,491,2,159700,<1H OCEAN
15,715,214,3,162500,<1H OCEAN
24,5321,1063,4,189300,<1H OCEAN
27,3662,834,3,179500,<1H OCEAN
24,4248,840,4,207200,<1H OCEAN
24,4197,718,5,211400,<1H OCEAN
16,2768,600,3,201200,<1H OCEAN
25,1393,243,5,225200,<1H OCEAN
21,3576,554,5,271900,<1H OCEAN
17,1989,411,4,160500,<1H OCEAN
24,2308,464,4,230000,<1H OCEAN
19,1967,487,3,218800,<1H OCEAN
26,1905,373,4,229600,<1H OCEAN
26,1374,234,6,224800,<1H OCEAN
23,1722,316,4,273800,<1H OCEAN
25,2004,349,4,230700,<1H OCEAN
18,2594,539,2,219200,<1H OCEAN
26,3653,568,5,260900,<1H OCEAN
26,1417,264,4,230400,<1H OCEAN
26,2249,344,5,265000,<1H OCEAN
27,1732,303,5,239200,<1H OCEAN
19,1028,191,3,252800,<1H OCEAN
25,1611,383,3,137300,<1H OCEAN
26,1787,227,6,329800,<1H OCEAN
22,2785,441,7,337400,<1H OCEAN
22,3335,754,3,197900,<1H OCEAN
18,1027,206,4,211300,<1H OCEAN
22,3592,527,6,294900,<1H OCEAN
20,1851,495,3,137500,NEAR OCEAN
16,1735,380,4,139200,<1H OCEAN
18,2814,539,3,262000,<1H OCEAN
27,2097,325,5,222500,<1H OCEAN
26,1694,260,5,224200,<1H OCEAN
19,1783,415,4,230000,<1H OCEAN
22,3479,455,6,347600,<1H OCEAN
19,4154,560,7,301800,<1H OCEAN
24,2991,500,5,273400,<1H OCEAN
21,3107,483,5,288000,<1H OCEAN
23,3929,559,6,318200,<1H OCEAN
19,4021,557,6,295600,<1H OCEAN
17,4461,585,7,319500,<1H OCEAN
17,1692,293,4,205800,<1H OCEAN
17,3318,502,5,274200,<1H OCEAN
19,4328,849,5,342600,<1H OCEAN
19,1624,221,4,304500,<1H OCEAN
20,2781,407,6,306500,<1H OCEAN
18,3695,602,5,276500,<1H OCEAN
10,2775,717,4,158800,<1H OCEAN
18,4827,718,6,284500,<1H OCEAN
24,4269,618,6,284600,<1H OCEAN
22,3957,520,7,350200,<1H OCEAN
21,4112,580,6,292000,<1H OCEAN
16,5127,631,7,390500,<1H OCEAN
23,4417,740,5,279300,<1H OCEAN
23,2622,445,4,289600,<1H OCEAN
20,3123,441,6,290400,<1H OCEAN
17,2500,343,7,316700,<1H OCEAN
24,3451,504,6,278000,<1H OCEAN
24,3430,548,5,264600,<1H OCEAN
26,2553,405,5,252900,<1H OCEAN
25,3273,478,5,286100,<1H OCEAN
25,2017,357,4,229400,<1H OCEAN
17,1997,340,4,239200,<1H OCEAN
17,3386,729,3,213000,<1H OCEAN
16,2437,438,5,247200,<1H OCEAN
25,3906,660,5,265100,<1H OCEAN
22,3914,600,5,281500,<1H OCEAN
16,5143,652,7,382100,<1H OCEAN
23,5379,684,7,350600,<1H OCEAN
26,2379,336,5,339300,<1H OCEAN
25,2482,360,6,344000,NEAR OCEAN
24,4462,689,5,289800,<1H OCEAN
21,2030,318,7,343300,<1H OCEAN
18,3603,879,4,363100,<1H OCEAN
17,2054,291,6,383900,NEAR OCEAN
18,3698,574,6,269800,<1H OCEAN
18,3833,435,3,219700,<1H OCEAN
24,2826,547,6,240400,<1H OCEAN
28,3109,561,5,243100,<1H OCEAN
26,3527,547,6,279400,<1H OCEAN
17,4466,640,6,330700,<1H OCEAN
14,3396,477,7,369100,<1H OCEAN
24,4177,435,6,281900,<1H OCEAN
17,2603,373,6,332900,<1H OCEAN
16,4508,598,7,390800,<1H OCEAN
26,1616,292,5,232100,<1H OCEAN
13,2902,536,5,447700,NEAR OCEAN
16,3581,780,5,397600,NEAR OCEAN
19,4559,1045,4,429200,NEAR OCEAN
25,4041,903,4,442700,NEAR OCEAN
38,2548,646,2,408300,NEAR OCEAN
13,4000,883,4,273600,<1H OCEAN
18,2024,462,3,186900,<1H OCEAN
15,3141,664,4,234600,<1H OCEAN
14,3305,841,3,216700,<1H OCEAN
19,3808,790,4,282200,<1H OCEAN
12,2228,479,4,350000,<1H OCEAN
17,1692,427,3,262500,<1H OCEAN
16,2809,708,3,252900,NEAR OCEAN
29,1330,293,4,353100,<1H OCEAN
14,3155,653,3,268800,<1H OCEAN
11,3969,834,4,271400,NEAR OCEAN
12,5241,985,6,285400,<1H OCEAN
34,3712,667,4,387800,<1H OCEAN
19,4808,1029,4,279700,<1H OCEAN
18,1994,578,2,237500,<1H OCEAN
17,1600,458,2,216700,<1H OCEAN
23,5554,995,5,331900,<1H OCEAN
23,5069,770,6,285700,<1H OCEAN
23,4095,578,6,302500,<1H OCEAN
24,5203,957,5,261000,<1H OCEAN
24,2104,421,3,250900,<1H OCEAN
26,2236,280,6,342800,<1H OCEAN
20,3182,884,3,220800,<1H OCEAN
26,1787,275,5,255700,<1H OCEAN
17,2801,649,4,134800,<1H OCEAN
14,2127,537,3,188500,<1H OCEAN
24,3856,567,7,302700,<1H OCEAN
13,4013,903,4,248800,<1H OCEAN
16,1476,294,5,216400,<1H OCEAN
24,2598,443,5,287800,<1H OCEAN
15,3244,421,7,395300,<1H OCEAN
26,1483,251,6,271400,<1H OCEAN
14,4494,1048,4,169400,<1H OCEAN
14,2673,687,4,188900,<1H OCEAN
15,1836,490,4,182500,<1H OCEAN
13,4770,969,5,295100,NEAR OCEAN
12,4014,868,6,396900,<1H OCEAN
37,997,262,4,400000,NEAR OCEAN
15,2569,812,5,346400,NEAR OCEAN
44,1671,390,4,422200,NEAR OCEAN
24,1608,314,5,390500,NEAR OCEAN
31,1310,342,4,457100,NEAR OCEAN
14,2021,396,7,340700,NEAR OCEAN
25,2472,450,5,266100,<1H OCEAN
17,1875,472,5,226100,<1H OCEAN
26,2461,562,2,87500,<1H OCEAN
26,2013,551,2,67500,<1H OCEAN
27,529,159,2,71300,<1H OCEAN
26,1876,455,2,176000,<1H OCEAN
30,3380,722,4,186000,<1H OCEAN
26,1382,387,2,137500,<1H OCEAN
25,2767,346,6,316700,<1H OCEAN
27,2905,587,4,214800,<1H OCEAN
26,2989,479,5,231200,<1H OCEAN
25,4650,849,5,221900,<1H OCEAN
16,2070,263,7,338800,<1H OCEAN
16,3757,650,5,235600,<1H OCEAN
26,2532,421,5,235800,<1H OCEAN
26,3842,609,6,248200,<1H OCEAN
26,3711,610,5,234100,<1H OCEAN
24,3865,802,3,180000,<1H OCEAN
37,1264,274,3,199600,<1H OCEAN
30,1859,462,3,184400,<1H OCEAN
29,3443,635,4,207500,<1H OCEAN
26,4065,741,4,240000,<1H OCEAN
16,4636,908,4,304700,<1H OCEAN
17,5239,1045,4,248100,<1H OCEAN
22,4232,624,6,284900,<1H OCEAN
29,1312,267,3,202400,<1H OCEAN
28,3215,652,4,197400,<1H OCEAN
30,1572,362,3,190900,<1H OCEAN
22,3024,754,3,191800,<1H OCEAN
23,1553,518,2,150000,<1H OCEAN
24,1880,405,4,192500,<1H OCEAN
27,2343,415,5,210600,<1H OCEAN
34,2115,352,5,207500,<1H OCEAN
33,2683,436,5,211500,<1H OCEAN
25,1759,404,3,195800,<1H OCEAN
33,1387,238,5,204100,<1H OCEAN
32,1771,296,5,217500,<1H OCEAN
35,2072,349,3,191900,<1H OCEAN
26,2141,597,2,177700,<1H OCEAN
24,1324,267,3,192800,<1H OCEAN
29,1982,503,3,194200,<1H OCEAN
28,2401,503,3,211700,<1H OCEAN
14,1120,319,2,179200,<1H OCEAN
12,1250,331,3,208800,<1H OCEAN
21,3803,898,3,221200,<1H OCEAN
7,586,118,5,181300,<1H OCEAN
27,2000,310,5,218900,<1H OCEAN
24,3810,579,5,255900,<1H OCEAN
32,2980,494,5,223500,<1H OCEAN
25,4061,545,7,294900,<1H OCEAN
